Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
271025.3906	-0.0202	0.1996	-0.3372	-2.1902	9.1850	2.9007	-0.2610	-0.6932	-0.2191	271025.3906	0.7241	0.1742	-0.5032	0.9826	9.7952	0.0080	-0.2769	-0.6699	0.0839	271025.3906	-0.7012	0.4230	-0.0952	-0.5669	4.2549	-8.7043	0.0765	0.0021	0.6300	271025.3906	0.3827	-0.2984	-0.0412	0.1160	9.5263	3.0121	0.1275	-0.5165	-0.3513	271025.3906	0.1340	-1.2240	1.2131	1.0281	9.7469	0.6964	0.0735	-0.5830	-0.2505	271025.3906	-0.0336	0.0541	-0.2400	0.0828	5.8657	-7.8565	-0.2060	1.3235	0.0775	271035.1562	-0.1522	-0.4238	-0.0091	0.0297	9.7076	-1.8771	-0.1744	-0.6360	-0.1152	0.0000	0.0000
271035.1562	-0.0202	0.1996	-0.3372	-2.1112	9.1850	2.8247	-0.2571	-0.6777	-0.2191	271035.1562	0.7241	0.1742	-0.5032	0.9826	9.7172	0.0096	-0.2769	-0.6699	0.0839	271035.1562	-0.3371	0.5112	-0.0827	-0.6448	4.1765	-8.7028	0.0765	0.0021	0.6300	271035.1562	0.3827	-0.2984	-0.0412	0.1926	9.5263	2.9342	0.1255	-0.4959	-0.3466	271035.1562	0.1340	-1.2240	1.2131	0.9499	9.7493	0.9334	0.0673	-0.5766	-0.2526	271035.1562	0.0915	-0.2252	-0.2109	0.0040	5.7118	-7.8519	-0.1980	1.3655	0.0728	271044.9219	-0.1522	-0.4238	-0.0091	0.0298	9.4018	-1.8741	-0.1429	-0.6169	-0.1152	0.0000	0.0000
271044.9219	-0.2093	0.7999	-0.8505	-2.1917	9.1086	2.7510	-0.2743	-0.7204	-0.2278	271044.9219	0.7241	0.1742	-0.5032	0.9826	9.7164	-0.0690	-0.2808	-0.6309	0.0925	271044.9219	-0.3371	0.5112	-0.0827	-0.5669	4.1764	-8.7036	0.0785	-0.0021	0.6410	271044.9219	1.5307	-1.1064	0.1870	0.1926	9.5263	2.9342	0.1078	-0.5082	-0.3302	271044.9219	0.6205	-0.5106	1.0977	1.0281	9.8255	0.7746	0.0510	-0.5936	-0.2484	271044.9219	0.0915	-0.2252	-0.2109	0.0812	5.8626	-8.0156	-0.2020	1.3634	0.0704	271054.6875	-0.1522	-0.4238	-0.0091	-0.0530	9.6281	-2.1874	-0.1633	-0.6571	-0.1244	0.0000	0.0000
271054.6875	-0.2093	0.7999	-0.8505	-2.2729	9.2613	2.5999	-0.2667	-0.7068	-0.2278	271054.6875	-0.8215	1.3400	0.0531	0.9030	9.7960	0.0866	-0.2808	-0.6504	0.0860	271054.6875	-0.3371	0.5112	-0.0827	-0.6448	4.2556	-8.6267	0.0604	0.0083	0.6322	271054.6875	1.5307	-1.1064	0.1870	0.0386	9.5263	3.0129	0.1078	-0.5082	-0.3302	271054.6875	0.6205	-0.5106	1.0977	0.9499	9.7485	0.8544	0.0510	-0.5936	-0.2484	271054.6875	0.0915	-0.2252	-0.2109	0.0016	5.8610	-8.0936	-0.2020	1.3634	0.0704	271064.4531	-0.2758	-0.8173	-0.2011	-0.0514	9.4767	-2.0304	-0.1577	-0.6245	-0.1175	0.0000	0.0000
271064.4531	-0.2093	0.7999	-0.8505	-2.3503	9.1850	2.8271	-0.2724	-0.7262	-0.2256	271064.4531	-0.8215	1.3400	0.0531	0.9030	9.7180	0.0882	-0.2692	-0.6543	0.0817	271064.4531	-0.3371	0.5112	-0.0827	-0.6448	4.2556	-8.6267	0.0744	0.0104	0.6388	271064.4531	1.5307	-1.1064	0.1870	0.0386	9.5263	3.0129	0.1196	-0.5473	-0.3513	271064.4531	0.6205	-0.5106	1.0977	1.1064	9.7501	1.0124	0.0735	-0.5511	-0.2505	271064.4531	0.1696	-0.2434	-0.2130	0.0827	5.9427	-7.8581	-0.1880	1.3424	0.0728	271074.2187	-0.2758	-0.8173	-0.2011	0.0298	9.5547	-1.8756	-0.1670	-0.6456	-0.1198	0.0000	0.0000
271074.2187	-0.0937	-1.7788	-0.7140	-2.4315	9.1850	2.6775	-0.2667	-0.7146	-0.2299	271074.2187	-0.8215	1.3400	0.0531	1.0622	9.7180	0.0882	-0.2692	-0.6543	0.0817	271074.2187	-0.7391	0.0388	-0.0378	-0.7226	4.1772	-8.6252	0.0744	0.0104	0.6388	271074.2187	0.4133	-0.3063	0.7809	0.1167	9.5263	3.0893	0.1118	-0.5432	-0.3536	271074.2187	0.2548	-0.6292	1.0965	1.1846	9.8271	0.9326	0.0531	-0.5574	-0.2547	271074.2187	0.1696	-0.2434	-0.2130	0.0032	5.8642	-7.9345	-0.2000	1.3424	0.0634	271083.9844	-0.2758	-0.8173	-0.2011	-0.0506	9.5539	-1.9534	-0.1447	-0.6169	-0.1083	0.0000	0.0000
271083.9844	-0.0937	-1.7788	-0.7140	-2.2706	9.1850	2.8263	-0.2629	-0.6893	-0.2256	271083.9844	-0.6256	-1.2501	-0.0541	0.8234	9.8740	0.0851	-0.2769	-0.6328	0.0903	271083.9844	-0.7391	0.0388	-0.0378	-0.6448	4.1765	-8.7028	0.0664	0.0021	0.6300	271083.9844	0.4133	-0.3063	0.7809	0.1152	9.3735	2.9365	0.1216	-0.5041	-0.3443	271083.9844	0.2548	-0.6292	1.0965	1.1846	9.7501	1.0124	0.0571	-0.5532	-0.2484	271083.9844	0.1696	-0.2434	-0.2130	0.0820	5.7872	-7.9345	-0.1920	1.3361	0.0751	271093.7500	0.1046	-0.7265	-0.1860	-0.0514	9.5532	-2.0311	-0.1558	-0.6284	-0.1244	0.0000	0.0000
271093.7500	-0.0937	-1.7788	-0.7140	-2.2706	9.1850	2.8263	-0.2724	-0.6718	-0.2213	271093.7500	-0.6256	-1.2501	-0.0541	0.8234	9.8740	0.0851	-0.2808	-0.6621	0.0925	271093.7500	-0.7391	0.0388	-0.0378	-0.6448	4.2541	-8.7804	0.0624	0.0083	0.6410	271093.7500	0.4133	-0.3063	0.7809	0.1941	9.3735	3.0901	0.1216	-0.5041	-0.3443	271093.7500	0.2548	-0.6292	1.0965	1.1846	9.7485	0.8544	0.0571	-0.5532	-0.2484	271093.7500	0.1381	-0.3780	-0.2408	0.0852	5.7935	-7.6163	-0.1920	1.3361	0.0751	271103.5156	0.1046	-0.7265	-0.1860	0.0282	9.4767	-2.0304	-0.1429	-0.6379	-0.1267	0.0000	0.0000
271103.5156	-0.0937	-1.7788	-0.7140	-2.3503	9.2613	2.8263	-0.2743	-0.6893	-0.2126	271103.5156	-0.6256	-1.2501	-0.0541	0.9030	9.7164	-0.0690	-0.2673	-0.6250	0.0817	271103.5156	-0.1903	0.2981	-0.2384	-0.6448	4.3325	-8.7812	0.0624	0.0083	0.6410	271103.5156	1.0409	-0.4162	0.2844	0.1144	9.5263	2.8578	0.1098	-0.5432	-0.3513	271103.5156	0.3135	-1.5773	0.8726	1.0281	9.7485	0.8544	0.0612	-0.5404	-0.2484	271103.5156	0.1381	-0.3780	-0.2408	-0.0741	5.9444	-7.7754	-0.1900	1.3025	0.0845	271113.2812	0.1046	-0.7265	-0.1860	-0.0499	9.5547	-1.8756	-0.1614	-0.6379	-0.1221	0.0000	0.0000
271113.2812	-0.7595	-2.0636	-0.7440	-2.4307	9.1086	2.7534	-0.2743	-0.6738	-0.2213	271113.2812	-0.8022	0.5883	-0.3325	0.7438	9.7172	0.0096	-0.2673	-0.6250	0.0817	271113.2812	-0.1903	0.2981	-0.2384	-0.7226	4.2541	-8.7796	0.0604	-0.0083	0.6167	271113.2812	1.0409	-0.4162	0.2844	0.1168	9.4499	3.0901	0.1196	-0.5267	-0.3489	271113.2812	0.3135	-1.5773	0.8726	0.9499	9.7477	0.7754	0.0612	-0.5468	-0.2526	271113.2812	0.1381	-0.3780	-0.2408	0.0827	5.9427	-7.8581	-0.2000	1.3277	0.0704	271123.0469	0.7087	-0.8022	-0.6193	0.0298	9.5547	-1.8756	-0.1540	-0.6648	-0.1267	0.0000	0.0000
271123.0469	-0.7595	-2.0636	-0.7440	-2.3496	9.1850	2.9023	-0.2686	-0.6874	-0.2148	271123.0469	-0.8022	0.5883	-0.3325	0.8234	9.6391	0.0111	-0.2865	-0.6406	0.0860	271123.0469	-0.1903	0.2981	-0.2384	-0.6448	4.2549	-8.7036	0.0684	-0.0229	0.6432	271123.0469	1.0409	-0.4162	0.2844	0.1160	9.4499	3.0129	0.0961	-0.5412	-0.3489	271123.0469	0.3135	-1.5773	0.8726	1.0281	9.7477	0.7754	0.0612	-0.5468	-0.2526	271123.0469	0.1381	-0.3780	-0.2408	0.0039	6.0197	-7.8580	-0.2000	1.3277	0.0704	271132.8125	0.7087	-0.8022	-0.6193	0.0305	9.4790	-1.7971	-0.1651	-0.6724	-0.1290	0.0000	0.0000
271132.8125	-0.7595	-2.0636	-0.7440	-2.3496	9.1850	2.9023	-0.2667	-0.7107	-0.2299	271132.8125	-0.8022	0.5883	-0.3325	0.9030	9.6391	0.0111	-0.2769	-0.6719	0.0839	271132.8125	-0.6017	0.1138	-0.0233	-0.6448	4.0988	-8.6252	0.0664	-0.0208	0.6476	271132.8125	1.3470	-0.9389	-0.1055	0.0394	9.5263	3.0901	0.0961	-0.5412	-0.3489	271132.8125	0.3440	0.0730	0.8738	1.1064	9.8255	0.7746	0.0429	-0.5681	-0.2337	271132.8125	0.1539	-0.0757	-0.2142	0.1600	5.9395	-8.0188	-0.2040	1.3235	0.0728	271142.5781	0.7087	-0.8022	-0.6193	0.1086	9.4775	-1.9526	-0.1707	-0.6533	-0.1175	0.0000	0.0000
271142.5781	-0.3689	1.5226	-0.7199	-2.5112	9.1850	2.6783	-0.2743	-0.7223	-0.2213	271142.5781	-0.7620	1.3285	-0.2357	0.8234	9.7180	0.0882	-0.2731	-0.6328	0.0839	271142.5781	-0.6017	0.1138	-0.0233	-0.5669	4.1764	-8.7036	0.0664	-0.0208	0.6476	271142.5781	1.3470	-0.9389	-0.1055	0.0394	9.4499	3.0909	0.1078	-0.5021	-0.3466	271142.5781	0.3440	0.0730	0.8738	1.0281	9.7493	0.9334	0.0510	-0.5553	-0.2547	271142.5781	0.1539	-0.0757	-0.2142	0.0023	6.0166	-8.0171	-0.2040	1.3319	0.0751	271152.3437	1.0328	-0.9233	-0.1625	-0.0491	9.4790	-1.7971	-0.1800	-0.6724	-0.1221	0.0000	0.0000
271152.3437	-0.3689	1.5226	-0.7199	-2.2721	9.1850	2.6759	-0.2743	-0.7068	-0.2321	271152.3437	-0.7620	1.3285	-0.2357	0.8234	9.7172	0.0096	-0.2731	-0.6328	0.0839	271152.3437	-0.6017	0.1138	-0.0233	-0.6448	4.2549	-8.7036	0.0624	-0.0042	0.6233	271152.3437	1.3470	-0.9389	-0.1055	0.1918	9.4499	2.8577	0.1157	-0.5494	-0.3536	271152.3437	0.3440	0.0730	0.8738	1.1064	9.7493	0.9334	0.0633	-0.5489	-0.2547	271152.3437	0.1539	-0.0757	-0.2142	0.0828	5.8657	-7.8565	-0.2100	1.3508	0.0704	271162.1094	1.0328	-0.9233	-0.1625	-0.0499	9.5547	-1.8756	-0.1447	-0.6188	-0.1175	0.0000	0.0000
271162.1094	-0.3689	1.5226	-0.7199	-2.1909	9.2613	2.8247	-0.2724	-0.7165	-0.2213	271162.1094	-0.7620	1.3285	-0.2357	0.8234	9.7180	0.0882	-0.2885	-0.6504	0.0860	271162.1094	-0.3886	0.1998	0.1731	-0.7226	4.1765	-8.7020	0.0724	-0.0208	0.6322	271162.1094	1.3470	-0.9389	-0.1055	0.0386	9.4499	3.0137	0.1157	-0.5494	-0.3536	271162.1094	0.3440	0.0730	0.8738	0.9499	9.7477	0.7754	0.0633	-0.5489	-0.2547	271162.1094	0.1543	-0.4108	-0.1808	0.0820	5.8641	-7.9361	-0.2100	1.3508	0.0704	271171.8750	1.0328	-0.9233	-0.1625	0.0282	9.5532	-2.0311	-0.1558	-0.6398	-0.1313	0.0000	0.0000
271171.8750	0.5580	1.0837	-0.3695	-2.2691	9.2613	2.9759	-0.2533	-0.6796	-0.2169	271171.8750	-0.7620	1.3285	-0.2357	0.9030	9.7180	0.0882	-0.2712	-0.6582	0.0968	271171.8750	-0.3886	0.1998	0.1731	-0.6448	4.1765	-8.7028	0.0724	-0.0208	0.6322	271171.8750	1.4695	1.4722	-0.4702	0.0370	9.5263	2.8585	0.1137	-0.5288	-0.3489	271171.8750	0.2331	-0.2316	0.4572	0.8716	9.6716	0.9341	0.0510	-0.5660	-0.2526	271171.8750	0.1543	-0.4108	-0.1808	0.0828	5.7887	-7.8550	-0.1960	1.3508	0.0704	271181.6406	1.0328	-0.9233	-0.1625	-0.0506	9.6304	-1.9541	-0.1466	-0.6533	-0.1198	0.0000	0.0000
271181.6406	0.5580	1.0837	-0.3695	-2.2699	9.3377	2.8999	-0.2629	-0.6854	-0.2104	271181.6406	-0.2486	1.1154	-0.4193	0.9030	9.7944	-0.0706	-0.2712	-0.6504	0.0968	271181.6406	-0.3886	0.1998	0.1731	-0.6448	4.0980	-8.7020	0.0765	-0.0125	0.6388	271181.6406	1.4695	1.4722	-0.4702	0.0386	9.5263	3.0129	0.1137	-0.5021	-0.3466	271181.6406	0.2331	-0.2316	0.4572	0.7934	9.7477	0.7754	0.0592	-0.5574	-0.2526	271181.6406	0.1543	-0.4108	-0.1808	-0.0764	5.8626	-8.0125	-0.2040	1.3382	0.0681	271191.4062	0.6257	-0.3784	0.2023	0.0297	9.6312	-1.8764	-0.1670	-0.6686	-0.1221	0.0000	0.0000
271191.4062	0.5580	1.0837	-0.3695	-2.1909	9.2613	2.8247	-0.2610	-0.6816	-0.2213	271191.4062	-0.2486	1.1154	-0.4193	0.9030	9.7172	0.0096	-0.2712	-0.6504	0.0796	271191.4062	-0.3886	0.1998	0.1731	-0.5669	4.2549	-8.7043	0.0744	-0.0042	0.6211	271191.4062	1.4695	1.4722	-0.4702	-0.0380	9.6026	3.0901	0.0941	-0.5370	-0.3536	271191.4062	0.2331	-0.2316	0.4572	0.8716	9.8263	0.8536	0.0592	-0.5574	-0.2526	271191.4062	0.5277	-0.5438	-0.2959	0.0032	5.8642	-7.9345	-0.2000	1.3613	0.0728	271201.1719	0.6257	-0.3784	0.2023	-0.1287	9.5555	-1.7979	-0.1688	-0.6571	-0.1198	0.0000	0.0000
271201.1719	-0.4917	0.0816	-0.7508	-2.1120	9.2613	2.7487	-0.2552	-0.6874	-0.2148	271201.1719	-0.2486	1.1154	-0.4193	0.9030	9.6391	0.0111	-0.2885	-0.6543	0.0925	271201.1719	-0.5552	0.1738	0.0225	-0.7226	4.2541	-8.7796	0.0684	-0.0250	0.6388	271201.1719	-0.2908	0.7812	0.2847	0.0378	9.5263	2.9357	0.0941	-0.5370	-0.3536	271201.1719	0.1391	1.5728	0.1995	0.9499	9.6708	0.8551	0.0531	-0.5787	-0.2505	271201.1719	0.5277	-0.5438	-0.2959	0.0040	5.8658	-7.8550	-0.2000	1.3613	0.0728	271210.9375	0.6257	-0.3784	0.2023	-0.0499	9.5547	-1.8756	-0.1540	-0.6533	-0.1290	0.0000	0.0000
271210.9375	-0.4917	0.0816	-0.7508	-2.1909	9.1850	2.8255	-0.2629	-0.6990	-0.2169	271210.9375	0.3470	-0.9460	-0.4578	0.9030	9.7172	0.0096	-0.2846	-0.6562	0.0860	271210.9375	-0.5552	0.1738	0.0225	-0.6448	4.1757	-8.7796	0.0684	-0.0250	0.6388	271210.9375	-0.2908	0.7812	0.2847	0.1941	9.6026	3.0878	0.1059	-0.5309	-0.3513	271210.9375	0.1391	1.5728	0.1995	1.1064	9.6708	0.8551	0.0531	-0.5702	-0.2484	271210.9375	0.5277	-0.5438	-0.2959	0.0828	5.8657	-7.8565	-0.1880	1.3403	0.0657	271220.7031	0.2133	0.4541	0.0369	0.0290	9.6304	-1.9541	-0.1503	-0.6609	-0.1244	0.0000	0.0000
271220.7031	-0.4917	0.0816	-0.7508	-2.3518	9.4141	2.6744	-0.2705	-0.7126	-0.2213	271220.7031	0.3470	-0.9460	-0.4578	1.0622	9.7960	0.0866	-0.2846	-0.6562	0.0860	271220.7031	-0.5552	0.1738	0.0225	-0.5669	4.1764	-8.7036	0.0704	0.0125	0.6476	271220.7031	-0.2908	0.7812	0.2847	0.1941	9.4499	3.0893	0.1294	-0.5144	-0.3489	271220.7031	0.1391	1.5728	0.1995	1.1064	9.7493	0.9334	0.0571	-0.5574	-0.2484	271220.7031	0.5277	-0.5438	-0.2959	0.0040	5.8658	-7.8550	-0.1960	1.3529	0.0798	271230.4687	0.2133	0.4541	0.0369	0.0298	9.5547	-1.8756	-0.1651	-0.6590	-0.1244	0.0000	0.0000
271230.4687	-0.4917	0.0816	-0.7508	-2.3503	9.1850	2.8271	-0.2724	-0.7068	-0.2278	271230.4687	0.3470	-0.9460	-0.4578	0.7438	9.7952	0.0080	-0.2769	-0.6406	0.0817	271230.4687	-0.7247	0.0047	0.1289	-0.6448	4.2556	-8.6267	0.0584	-0.0333	0.6322	271230.4687	0.3827	2.9851	-0.0084	0.2707	9.4499	3.0114	0.1235	-0.5041	-0.3560	271230.4687	0.0449	0.9166	-0.0827	1.1846	9.8263	0.8536	0.0571	-0.5574	-0.2484	271230.4687	0.7766	-0.3842	-0.3801	0.0032	5.8642	-7.9345	-0.2120	1.3382	0.0634	271240.2344	0.2133	0.4541	0.0369	0.0298	9.4018	-1.8741	-0.1707	-0.6513	-0.1198	0.0000	0.0000
271240.2344	-0.1584	0.0783	-1.0252	-2.2714	9.3377	2.7495	-0.2667	-0.7029	-0.2213	271240.2344	-0.0508	0.4196	0.0057	0.8234	9.7960	0.0866	-0.2904	-0.6738	0.0839	271240.2344	-0.7247	0.0047	0.1289	-0.5669	4.1764	-8.7036	0.0584	-0.0333	0.6322	271240.2344	0.3827	2.9851	-0.0084	0.1941	9.3735	3.0901	0.1235	-0.5041	-0.3560	271240.2344	0.0449	0.9166	-0.0827	1.2628	9.6708	0.8551	0.0673	-0.5915	-0.2589	271240.2344	0.7766	-0.3842	-0.3801	0.0820	5.9411	-7.9376	-0.2120	1.3382	0.0634	271250.0000	0.7622	0.5297	0.1665	0.0282	9.5532	-2.0311	-0.1633	-0.6303	-0.1175	0.0000	0.0000
271250.0000	-0.1584	0.0783	-1.0252	-2.2714	9.1850	2.7511	-0.2724	-0.7068	-0.2213	271250.0000	-0.0508	0.4196	0.0057	0.9030	9.7960	0.0866	-0.2712	-0.6367	0.0882	271250.0000	-0.7247	0.0047	0.1289	-0.6448	4.0980	-8.7020	0.0744	0.0167	0.6454	271250.0000	0.3827	2.9851	-0.0084	0.1941	9.5263	3.0886	0.1098	-0.5144	-0.3396	271250.0000	0.0449	0.9166	-0.0827	1.1846	9.6700	0.7761	0.0694	-0.5809	-0.2484	271250.0000	0.7766	-0.3842	-0.3801	0.1607	6.0951	-7.9423	-0.2020	1.3613	0.0751	271259.7656	0.7622	0.5297	0.1665	0.0305	9.5555	-1.7979	-0.1558	-0.6686	-0.1175	0.0000	0.0000
271259.7656	-0.1584	0.0783	-1.0252	-2.2706	9.1850	2.8263	-0.2648	-0.6835	-0.2039	271259.7656	-0.0508	0.4196	0.0057	1.1418	9.7952	0.0080	-0.2712	-0.6367	0.0882	271259.7656	-0.4575	-0.2271	0.0783	-0.4891	4.2549	-8.7051	0.0704	0.0063	0.6476	271259.7656	0.3827	-0.3295	0.0348	0.1941	9.4499	3.0893	0.1216	-0.5494	-0.3536	271259.7656	0.1711	-0.3074	0.3492	1.1846	9.6708	0.8551	0.0694	-0.5809	-0.2484	271259.7656	0.1364	0.0068	-0.4099	0.0016	5.9380	-8.0952	-0.2080	1.3382	0.0775	271269.5312	0.7622	0.5297	0.1665	0.1078	9.5532	-2.0311	-0.1725	-0.6571	-0.1221	0.0000	0.0000
271269.5312	0.8775	0.6663	-1.1285	-2.2676	9.1850	3.1271	-0.2610	-0.6796	-0.2213	271269.5312	-0.2218	0.3790	-0.0349	0.9030	9.7172	0.0096	-0.2808	-0.6406	0.0710	271269.5312	-0.4575	-0.2271	0.0783	-0.6448	4.2564	-8.5499	0.0664	0.0167	0.6432	271269.5312	0.3827	-0.3295	0.0348	0.2707	9.4499	3.0114	0.1216	-0.5494	-0.3536	271269.5312	0.1711	-0.3074	0.3492	1.0281	9.6708	0.8551	0.0531	-0.5957	-0.2505	271269.5312	0.1364	0.0068	-0.4099	0.0032	5.8642	-7.9345	-0.1920	1.3655	0.0681	271279.2969	0.6707	0.2724	0.1399	0.1897	9.4790	-1.7971	-0.1633	-0.6226	-0.1175	0.0000	0.0000
271279.2969	0.8775	0.6663	-1.1285	-2.3496	9.1086	2.9030	-0.2686	-0.6854	-0.2191	271279.2969	-0.2218	0.3790	-0.0349	0.9826	9.7952	0.0080	-0.2731	-0.6582	0.0882	271279.2969	-0.4575	-0.2271	0.0783	-0.6448	4.1772	-8.6260	0.0664	0.0167	0.6432	271279.2969	0.3827	-0.3295	0.0348	0.1926	9.4499	2.9349	0.1255	-0.5041	-0.3536	271279.2969	0.1711	-0.3074	0.3492	0.8716	9.6716	0.9341	0.0714	-0.5681	-0.2589	271279.2969	0.1364	0.0068	-0.4099	0.0032	5.7872	-7.9330	-0.1920	1.3655	0.0681	271289.0625	0.6707	0.2724	0.1399	0.0298	9.5547	-1.8756	-0.1651	-0.6379	-0.1152	0.0000	0.0000
271289.0625	0.8775	0.6663	-1.1285	-2.2714	9.1850	2.7511	-0.2667	-0.6854	-0.2148	271289.0625	-0.2218	0.3790	-0.0349	0.8234	9.8732	0.0065	-0.2788	-0.6602	0.0925	271289.0625	-0.4575	-0.2271	0.0783	-0.7226	4.2549	-8.7028	0.0684	-0.0063	0.6388	271289.0625	0.3827	-0.3295	0.0348	0.2707	9.4499	3.0114	0.1176	-0.5103	-0.3396	271289.0625	0.3849	-0.3248	0.3950	1.0281	9.7485	0.8544	0.0510	-0.5957	-0.2526	271289.0625	-0.1428	-0.1543	-0.2346	-0.0756	5.8642	-7.9329	-0.2060	1.3550	0.0610	271298.8281	0.6707	0.2724	0.1399	0.0305	9.5555	-1.7979	-0.1596	-0.6284	-0.1221	0.0000	0.0000
271298.8281	-0.5540	-0.6695	-0.4113	-2.1924	9.1850	2.6751	-0.2743	-0.7146	-0.2213	271298.8281	-0.2218	0.3790	-0.0349	0.8234	9.7172	0.0096	-0.2788	-0.6602	0.0925	271298.8281	-0.6029	0.0534	-0.0695	-0.5669	4.1757	-8.7804	0.0664	-0.0125	0.6498	271298.8281	0.0153	-0.8899	-0.2845	0.0386	9.6026	3.0122	0.1118	-0.5288	-0.3443	271298.8281	0.3849	-0.3248	0.3950	0.9499	9.5938	0.9349	0.0510	-0.5957	-0.2526	271298.8281	-0.1428	-0.1543	-0.2346	0.0820	5.8641	-7.9361	-0.1820	1.3403	0.0657	271308.5937	0.6707	0.2724	0.1399	0.0290	9.4775	-1.9526	-0.1800	-0.6571	-0.1198	0.0000	0.0000
271308.5937	-0.5540	-0.6695	-0.4113	-2.1917	9.1850	2.7503	-0.2781	-0.7146	-0.2234	271308.5937	-0.2392	0.5805	-0.0172	1.0622	9.6391	0.0111	-0.2827	-0.6484	0.0839	271308.5937	-0.6029	0.0534	-0.0695	-0.7226	4.2541	-8.7796	0.0664	-0.0125	0.6498	271308.5937	0.0153	-0.8899	-0.2845	0.1941	9.5263	3.0886	0.1118	-0.5288	-0.3443	271308.5937	0.3849	-0.3248	0.3950	1.0281	9.7485	0.8544	0.0694	-0.5383	-0.2505	271308.5937	-0.1428	-0.1543	-0.2346	0.0032	5.9412	-7.9361	-0.2100	1.3193	0.0610	271318.3594	0.7765	0.2724	0.0750	0.0313	9.6327	-1.7209	-0.1614	-0.6264	-0.1244	0.0000	0.0000
271318.3594	-0.5540	-0.6695	-0.4113	-2.3503	9.1850	2.8271	-0.2705	-0.7107	-0.2213	271318.3594	-0.2392	0.5805	-0.0172	0.9826	9.7172	0.0096	-0.2942	-0.6855	0.0839	271318.3594	-0.6029	0.0534	-0.0695	-0.7226	4.1757	-8.7788	0.0664	-0.0146	0.6388	271318.3594	0.0153	-0.8899	-0.2845	0.0394	9.3735	3.0916	0.1275	-0.5288	-0.3607	271318.3594	0.3849	-0.3248	0.3950	1.0281	9.6716	0.9341	0.0735	-0.5426	-0.2484	271318.3594	0.0287	-0.2213	-0.2541	0.0032	5.7872	-7.9330	-0.2100	1.3193	0.0610	271328.1250	0.7765	0.2724	0.0750	0.1094	9.5547	-1.8756	-0.1503	-0.6303	-0.1198	0.0000	0.0000
271328.1250	-1.1391	-1.2313	-0.1174	-2.3511	9.1850	2.7519	-0.2781	-0.7146	-0.2213	271328.1250	-0.2392	0.5805	-0.0172	0.8234	9.7960	0.0866	-0.2846	-0.6465	0.0882	271328.1250	-0.9522	-0.0505	-0.0670	-0.6448	4.1757	-8.7796	0.0644	-0.0250	0.6233	271328.1250	0.4898	-1.4007	-0.1807	0.1160	9.4499	3.0129	0.1176	-0.5062	-0.3536	271328.1250	0.4955	0.8815	0.7899	1.1064	9.6716	0.9341	0.0735	-0.5426	-0.2484	271328.1250	0.0287	-0.2213	-0.2541	0.0812	5.9395	-8.0172	-0.1920	1.3340	0.0728	271337.8906	0.7765	0.2724	0.0750	0.1094	9.5547	-1.8756	-0.1596	-0.6303	-0.1221	0.0000	0.0000
271337.8906	-1.1391	-1.2313	-0.1174	-2.1112	9.0322	2.8262	-0.2705	-0.7068	-0.2234	271337.8906	-0.0465	-0.1204	-0.1055	0.8234	9.6399	0.0898	-0.2846	-0.6465	0.0882	271337.8906	-0.9522	-0.0505	-0.0670	-0.5669	4.0965	-8.8564	0.0684	-0.0125	0.6432	271337.8906	0.4898	-1.4007	-0.1807	0.1168	9.3735	3.0909	0.1118	-0.5041	-0.3466	271337.8906	0.4955	0.8815	0.7899	1.1064	9.6716	0.9341	0.0633	-0.5489	-0.2505	271337.8906	0.0287	-0.2213	-0.2541	-0.0756	5.8642	-7.9329	-0.1880	1.3655	0.0775	271347.6562	0.5898	0.1816	-0.3418	0.1897	9.5555	-1.7979	-0.1503	-0.6264	-0.1198	0.0000	0.0000
271347.6562	-1.1391	-1.2313	-0.1174	-2.2721	9.1850	2.6759	-0.2686	-0.7146	-0.2256	271347.6562	-0.0465	-0.1204	-0.1055	0.9826	9.7180	0.0882	-0.2731	-0.6680	0.0860	271347.6562	-0.9522	-0.0505	-0.0670	-0.5669	4.0973	-8.7796	0.0684	-0.0125	0.6432	271347.6562	0.4898	-1.4007	-0.1807	0.1168	9.4499	3.0901	0.1118	-0.5041	-0.3466	271347.6562	0.4955	0.8815	0.7899	1.1064	9.8255	0.7746	0.0694	-0.5660	-0.2526	271347.6562	0.0287	-0.2213	-0.2541	-0.0757	5.9412	-7.9345	-0.2080	1.3403	0.0657	271357.4219	0.5898	0.1816	-0.3418	0.0305	9.5555	-1.7979	-0.1484	-0.6418	-0.1267	0.0000	0.0000
